customer_id,customer_segment,acquisition_channel,location,age,gender,total_orders,total_units,total_revenue,net_revenue,total_cost,gross_profit,gross_margin_percentage,average_order_value,first_purchase_date,last_purchase_date,recency_days,customer_lifespan_days,total_interactions,views,clicks,add_to_carts,email_opens,channels_used,interaction_types_used,has_interaction_history,annualized_order_frequency,click_rate,add_to_cart_rate,email_open_share,future_orders,future_revenue,churned,churn_probability,churn_probability_percentage,predicted_churn,rfm_recency_score,rfm_frequency_score,rfm_monetary_score,rfm_score,rfm_total_score,rfm_segment,churn_risk,customer_value,expected_revenue_at_risk,expected_profit_at_risk,retention_score,retention_priority,retention_action,retention_rank
C00546,low,referral,Mumbai,30,male,2,5,31440,30913.32,21259.9,9653.419999999998,31.23,15456.66,2024-08-08,2024-08-27,491,19,13,4,6,0,3,3,3,1,38.42,0.4615,0.0,0.2308,0,0.0,1,0.9942688492063492,99.42688492063492,1,1,1,1,111,3,Hibernating,High Risk,9653.419999999998,31259.812619047618,9598.094794305553,0.9245489817331671,High,Targeted retention campaign,16
C01138,low,organic,Bhubaneswar,33,male,7,18,128286,120963.0,87645.92,33317.08,27.54,17280.43,2024-01-17,2025-10-15,77,637,124,63,27,25,9,3,4,1,4.01,0.2177,0.2016,0.0726,0,0.0,1,0.9243144433181202,92.43144433181202,1,1,2,2,122,5,Hibernating,High Risk,33317.08,118576.60267550836,30795.458253185276,0.9242741981320381,High,Targeted retention campaign,17
C00529,low,organic,Ahmedabad,29,male,2,6,61530,57506.13,44825.97,12680.159999999996,22.05,28753.06,2025-06-21,2025-07-05,179,14,20,7,8,4,1,3,4,1,52.14,0.4,0.2,0.05,0,0.0,1,0.9779076479076481,97.79076479076481,1,1,1,2,112,4,Hibernating,High Risk,12680.159999999996,60170.657575757585,12400.02544069264,0.9238932553043555,High,Targeted retention campaign,18
C00927,low,referral,Bangalore,22,male,2,5,94247,85942.24,71330.84000000001,14611.399999999998,17.0,42971.12,2025-01-01,2025-01-22,343,21,26,10,7,5,4,3,4,1,34.76,0.2692,0.1923,0.1538,0,0.0,1,0.9677811147186148,96.77811147186148,1,1,1,2,112,4,Hibernating,High Risk,14611.399999999998,91210.46671888529,14140.636979599567,0.9225154818379234,High,Targeted retention campaign,19
C01085,low,organic,Ahmedabad,42,female,3,6,59870,57238.9,45398.16,11840.739999999998,20.69,19079.63,2024-06-12,2025-03-27,279,288,48,24,7,11,6,3,4,1,3.8,0.1458,0.2292,0.125,0,0.0,1,0.9765356110392873,97.65356110392874,1,1,1,2,112,4,Hibernating,High Risk,11840.739999999998,58465.187032922135,11562.904271057329,0.920570065727362,High,Targeted retention campaign,20
C00058,low,referral,Mumbai,44,male,3,6,149476,143158.32,105344.23,37814.08999999999,26.41,47719.44,2025-05-20,2025-10-21,71,154,71,36,18,10,7,3,4,1,7.11,0.2535,0.1408,0.0986,0,0.0,1,0.9113836926961929,91.13836926961929,1,1,1,2,112,4,Hibernating,High Risk,37814.08999999999,136229.98884945613,34463.14498014617,0.9205405493420344,High,Targeted retention campaign,21
C00060,low,ads,Pune,54,male,1,2,56226,52852.44,37689.18,15163.259999999997,28.69,52852.44,2025-02-01,2025-02-01,333,0,69,35,13,13,8,3,4,1,1.0,0.1884,0.1884,0.1159,0,0.0,1,0.9621839133089134,96.21839133089134,1,1,1,2,112,4,Hibernating,High Risk,15163.259999999997,54099.75270970696,14589.844845320511,0.9202757101028005,High,Targeted retention campaign,22
C00881,low,organic,Hyderabad,26,female,1,2,81416,74088.56,56032.88,18055.68,24.37,74088.56,2025-12-01,2025-12-01,30,0,4,2,2,0,0,2,2,1,1.0,0.5,0.0,0.0,0,0.0,1,0.9504011347951565,95.04011347951565,1,2,1,2,212,5,Hibernating,High Risk,18055.68,77377.85879048247,17160.138761498212,0.9190097929920522,High,Targeted retention campaign,23
C00600,low,organic,Kolkata,41,male,1,1,33217,32884.83,25227.08,7657.75,23.29,32884.83,2024-03-18,2024-03-18,653,0,8,5,1,1,1,3,4,1,1.0,0.125,0.125,0.125,0,0.0,1,0.9972310606060607,99.72310606060607,1,1,1,1,111,3,Hibernating,High Risk,7657.75,33125.024140151516,7636.546154356061,0.9181496226976074,High,Targeted retention campaign,24
C00588,low,organic,Delhi,58,female,1,2,47274,45383.04,36716.0,8667.04,19.1,45383.04,2024-02-23,2024-02-23,677,0,14,6,3,3,2,3,4,1,1.0,0.2143,0.2143,0.1429,0,0.0,1,0.9891666666666667,98.91666666666667,1,1,1,1,111,3,Hibernating,High Risk,8667.04,46761.865000000005,8573.147066666668,0.9174486534164104,High,Targeted retention campaign,25
C00890,low,ads,Bhubaneswar,43,male,2,6,27948,26261.49,17989.949999999997,8271.54,31.5,13130.74,2024-01-27,2024-02-16,684,20,13,4,4,4,1,3,4,1,36.5,0.3077,0.3077,0.0769,0,0.0,1,0.9891480158730157,98.91480158730157,1,1,1,1,111,3,Hibernating,High Risk,8271.54,27644.708747619043,8181.777379214285,0.9157663056904043,High,Targeted retention campaign,26
C01207,low,organic,Pune,37,male,1,2,23938,22980.48,16279.78,6700.699999999999,29.16,22980.48,2025-02-18,2025-02-18,316,0,22,12,3,6,1,3,4,1,1.0,0.1364,0.2727,0.0455,0,0.0,1,0.9985416666666667,99.85416666666667,1,1,1,1,111,3,Hibernating,High Risk,6700.699999999999,23903.090416666666,6690.928145833333,0.9142081487107259,High,Targeted retention campaign,27
C00067,low,ads,Bhubaneswar,22,female,2,4,22235,21677.15,13434.97,8242.179999999998,38.02,10838.58,2025-09-22,2025-10-01,91,9,15,8,4,2,1,3,4,1,81.11,0.2667,0.1333,0.0667,0,0.0,1,0.9831011904761907,98.31011904761907,1,1,1,1,111,3,Hibernating,High Risk,8242.179999999998,21859.2549702381,8102.896970119048,0.9117917245295901,High,Targeted retention campaign,28
C01144,low,ads,Ahmedabad,39,male,1,3,19950,19750.5,13749.39,6001.110000000001,30.38,19750.5,2024-05-31,2024-05-31,579,0,10,5,3,2,0,2,3,1,1.0,0.3,0.2,0.0,0,0.0,1,1.0,100.0,1,1,1,1,111,3,Hibernating,High Risk,6001.110000000001,19950.0,6001.110000000001,0.9111917268241423,High,Targeted retention campaign,29
C01224,low,ads,Ahmedabad,31,other,2,6,28746,27521.22,20969.16,6552.060000000001,23.81,13760.61,2025-05-11,2025-05-22,223,11,9,5,1,3,0,2,3,1,66.36,0.1111,0.3333,0.0,0,0.0,1,0.9949523809523809,99.4952380952381,1,1,1,1,111,3,Hibernating,High Risk,6552.060000000001,28600.901142857143,6518.987697142858,0.9111235074950752,High,Targeted retention campaign,30
C01038,low,organic,Chennai,19,female,1,2,35842,34408.32,28109.36,6298.959999999999,18.31,34408.32,2025-07-19,2025-07-19,165,0,12,7,4,0,1,3,3,1,1.0,0.3333,0.0,0.0833,0,0.0,1,0.9940167748917749,99.40167748917749,1,1,1,1,111,3,Hibernating,High Risk,6298.959999999999,35627.549245671,6261.271904372294,0.9091195711408125,High,Targeted retention campaign,31
C00474,low,referral,Bangalore,48,male,1,1,26494,26229.06,19782.38,6446.68,24.58,26229.06,2025-08-05,2025-08-05,148,0,33,15,10,6,2,3,4,1,1.0,0.303,0.1818,0.0606,0,0.0,1,0.9913303571428571,99.13303571428571,1,1,1,1,111,3,Hibernating,High Risk,6446.68,26264.306482142856,6390.789586785714,0.9082399711105382,High,Targeted retention campaign,32
C00362,low,organic,Chennai,30,female,2,6,43005,39624.45,33153.509999999995,6470.940000000004,16.33,19812.23,2024-06-16,2024-09-04,483,80,36,20,5,5,6,3,4,1,9.13,0.1389,0.1389,0.1667,0,0.0,1,0.9890138888888891,98.9013888888889,1,1,1,1,111,3,Hibernating,High Risk,6470.940000000004,42532.54229166667,6399.849534166672,0.906900755509246,High,Targeted retention campaign,33
C01191,low,ads,Jaipur,22,other,4,9,33963,33114.69,24702.08,8412.61,25.4,8278.67,2024-09-07,2025-03-25,281,199,46,21,16,8,1,3,4,1,7.34,0.3478,0.1739,0.0217,0,0.0,1,0.9713735994397759,97.13735994397759,1,1,2,1,121,4,Hibernating,High Risk,8412.61,32990.761557773105,8171.787256383053,0.9050579589133835,High,Targeted retention campaign,34
C00704,low,referral,Delhi,30,male,1,3,16386,16058.28,11055.84,5002.439999999999,31.15,16058.28,2024-02-10,2024-02-10,690,0,12,7,2,2,1,2,4,1,1.0,0.1667,0.1667,0.0833,0,0.0,1,0.9990178571428572,99.90178571428572,1,1,1,1,111,3,Hibernating,High Risk,5002.439999999999,16369.906607142857,4997.526889285713,0.9040577343538259,High,Targeted retention campaign,35
C00671,low,organic,Pune,41,male,1,3,19950,18952.5,13749.39,5203.110000000001,27.45,18952.5,2024-11-20,2024-11-20,406,0,19,11,0,2,6,3,3,1,1.0,0.0,0.1053,0.3158,0,0.0,1,0.9942559523809524,99.42559523809524,1,1,1,1,111,3,Hibernating,High Risk,5203.110000000001,19835.40625,5173.223088392858,0.9024362903430916,High,Targeted retention campaign,36
C00299,low,organic,Jaipur,29,female,4,7,37076,35038.98,27739.85,7299.13,20.83,8759.75,2024-12-19,2025-10-01,91,286,110,69,20,14,7,3,4,1,5.1,0.1818,0.1273,0.0636,0,0.0,1,0.9737484190645955,97.37484190645955,1,1,2,1,121,4,Hibernating,High Risk,7299.13,36102.696385238945,7107.516298046961,0.9014923867336414,High,Targeted retention campaign,37
C00207,low,referral,Bangalore,31,male,1,1,17868,17331.96,12726.29,4605.669999999998,26.57,17331.96,2024-06-13,2024-06-13,566,0,13,7,2,3,1,3,4,1,1.0,0.1538,0.2308,0.0769,0,0.0,1,0.9979595238095237,99.79595238095237,1,1,1,1,111,3,Hibernating,High Risk,4605.669999999998,17831.54077142857,4596.272240023807,0.9004295207740103,High,Targeted retention campaign,38
C01158,low,ads,Ahmedabad,54,female,1,3,124806,88612.26,82384.47,6227.789999999994,7.03,88612.26,2025-03-21,2025-03-21,285,0,6,2,3,1,0,2,3,1,1.0,0.5,0.1667,0.0,0,0.0,1,0.9805415117792837,98.05415117792838,1,1,1,2,112,4,Hibernating,High Risk,6227.789999999994,122377.46391912528,6106.606621643899,0.9001398820678346,High,Targeted retention campaign,39
C01121,low,referral,Chennai,24,male,2,4,22294,20468.94,15878.88,4590.06,22.42,10234.47,2024-08-18,2024-08-31,487,13,34,15,7,6,6,3,4,1,56.15,0.2059,0.1765,0.1765,0,0.0,1,0.9953124999999998,99.53124999999999,1,1,1,1,111,3,Hibernating,High Risk,4590.06,22189.496874999997,4568.54409375,0.8986249105583235,High,Targeted retention campaign,40
C00120,low,organic,Delhi,18,male,1,1,4758,3378.18,3463.85,-85.67000000000007,-2.54,3378.18,2024-03-06,2024-03-06,665,0,23,11,7,3,2,3,4,1,1.0,0.3043,0.1304,0.087,0,0.0,1,0.9896936507936506,98.96936507936506,1,1,1,1,111,3,Hibernating,High Risk,4758.0,4708.962390476189,4708.962390476189,0.896336224484624,High,Targeted retention campaign,41
C00708,low,organic,Delhi,25,male,1,2,15078,14474.88,10526.94,3947.939999999999,27.27,14474.88,2024-09-13,2024-09-13,474,0,15,6,2,5,2,3,4,1,1.0,0.1333,0.3333,0.1333,0,0.0,1,0.9992857142857143,99.92857142857143,1,1,1,1,111,3,Hibernating,High Risk,3947.939999999999,15067.230000000001,3945.1200428571424,0.895762115710149,High,Targeted retention campaign,42
C00196,low,organic,Mumbai,44,female,1,3,19950,17755.5,13749.39,4006.1100000000006,22.56,17755.5,2025-06-10,2025-06-10,204,0,5,2,3,0,0,2,2,1,1.0,0.6,0.0,0.0,0,0.0,1,0.9983988095238095,99.83988095238095,1,1,1,1,111,3,Hibernating,High Risk,4006.1100000000006,19918.05625,3999.6954548214294,0.8957212835021555,High,Targeted retention campaign,43
C01079,low,ads,Pune,47,female,1,3,3825,2907.0,2909.52,-2.519999999999982,-0.09,2907.0,2024-06-07,2024-06-07,572,0,9,3,4,1,1,3,4,1,1.0,0.4444,0.1111,0.1111,0,0.0,1,0.9982641178266178,99.82641178266178,1,1,1,1,111,3,Hibernating,High Risk,3825.0,3818.3602506868133,3818.3602506868133,0.8939812804955982,High,Targeted retention campaign,44
C00102,low,organic,Kolkata,40,female,2,4,35687,32727.230000000003,27220.37,5506.860000000003,16.83,16363.62,2024-05-28,2024-07-26,523,59,38,17,8,7,6,3,4,1,12.37,0.2105,0.1842,0.1579,0,0.0,1,0.9771289682539682,97.71289682539683,1,1,1,1,111,3,Hibernating,High Risk,5506.860000000003,34870.801490079364,5380.91243011905,0.8935678019628697,High,Targeted retention campaign,45
C01213,low,organic,Jaipur,47,female,1,2,18190,17644.3,14154.66,3489.6399999999994,19.78,17644.3,2024-12-09,2024-12-09,387,0,24,15,2,3,4,3,4,1,1.0,0.0833,0.125,0.1667,0,0.0,1,1.0,100.0,1,1,1,1,111,3,Hibernating,High Risk,3489.6399999999994,18190.0,3489.6399999999994,0.8918036130465379,High,Targeted retention campaign,46
C00138,low,ads,Jaipur,20,male,1,1,9441,9441.0,6212.42,3228.58,34.2,9441.0,2024-09-06,2024-09-06,481,0,16,8,3,2,3,3,4,1,1.0,0.1875,0.125,0.1875,0,0.0,1,0.9994059829059829,99.94059829059829,1,1,1,1,111,3,Hibernating,High Risk,3228.58,9435.391884615385,3226.6621682905984,0.8886454680046001,High,Targeted retention campaign,47
C00116,low,referral,Mumbai,47,male,2,4,11680,11589.31,7587.200000000001,4002.109999999999,34.53,5794.65,2024-06-20,2024-06-30,549,10,20,11,3,6,0,2,3,1,73.0,0.15,0.3,0.0,0,0.0,1,0.9843293650793651,98.4329365079365,1,1,1,1,111,3,Hibernating,High Risk,4002.109999999999,11496.966984126984,3939.394395277777,0.8867363682076466,High,Targeted retention campaign,48
C00035,low,ads,Jaipur,18,female,1,2,11260,10471.8,6832.3,3639.499999999999,34.76,10471.8,2025-05-31,2025-05-31,214,0,5,4,1,0,0,2,2,1,1.0,0.2,0.0,0.0,0,0.0,1,0.9889166666666667,98.89166666666667,1,1,1,1,111,3,Hibernating,High Risk,3639.499999999999,11135.201666666666,3599.1622083333323,0.8862586754863948,High,Targeted retention campaign,49
C01169,low,referral,Kolkata,31,female,1,2,15830,15355.1,12006.54,3348.5599999999995,21.81,15355.1,2024-08-04,2024-08-04,514,0,9,6,0,1,2,3,3,1,1.0,0.0,0.1111,0.2222,0,0.0,1,0.9927053571428572,99.27053571428573,1,1,1,1,111,3,Hibernating,High Risk,3348.5599999999995,15714.52580357143,3324.1334507142856,0.8856893030679085,High,Targeted retention campaign,50
C00269,low,organic,Bhubaneswar,23,female,4,7,50951,40173.58,33877.270000000004,6296.309999999998,15.67,10043.4,2024-10-30,2025-02-25,309,118,79,39,22,11,7,3,4,1,12.37,0.2785,0.1392,0.0886,0,0.0,1,0.9549680258467026,95.49680258467026,1,1,2,1,121,4,Hibernating,High Risk,6296.309999999998,48656.57588491534,6012.77473081885,0.8842419911026391,High,Targeted retention campaign,51
C00884,low,organic,Kolkata,44,female,3,6,40670,34432.09,29421.7,5010.390000000001,14.55,11477.36,2024-02-03,2025-01-03,362,335,118,61,31,17,9,3,4,1,3.27,0.2627,0.1441,0.0763,0,0.0,1,0.9673665648077414,96.73665648077414,1,1,1,1,111,3,Hibernating,High Risk,5010.390000000001,39342.79819073084,4846.88376264706,0.8839723708533928,High,Targeted retention campaign,52
C00688,low,ads,Pune,54,female,1,2,13300,12236.0,9166.26,3069.74,25.09,12236.0,2024-02-25,2024-02-25,675,0,14,6,4,3,1,3,4,1,1.0,0.2857,0.2143,0.0714,0,0.0,1,0.9931155067155066,99.31155067155066,1,1,1,1,111,3,Hibernating,High Risk,3069.74,13208.43623931624,3048.606395584859,0.8828414099889363,High,Targeted retention campaign,53
C00180,low,ads,Ahmedabad,37,female,2,4,20790,18718.4,15259.46,3458.9399999999982,18.48,9359.2,2025-10-30,2025-11-10,51,11,15,13,1,1,0,2,3,1,66.36,0.0667,0.0667,0.0,0,0.0,1,0.9857222222222224,98.57222222222224,1,2,1,1,211,4,Hibernating,High Risk,3458.9399999999982,20493.165000000005,3409.554023333332,0.8824067187315086,High,Targeted retention campaign,54
C00375,low,organic,Chennai,25,male,3,7,14878,13915.48,9912.24,4003.24,28.77,4638.49,2024-06-25,2024-08-09,509,45,17,6,9,1,1,3,4,1,24.33,0.5294,0.0588,0.0588,0,0.0,1,0.9775076806363571,97.7507680636357,1,1,2,1,121,4,Hibernating,High Risk,4003.24,14543.35927250772,3913.1978474306898,0.8824047591636442,High,Targeted retention campaign,55
C00031,low,organic,Delhi,36,male,2,4,18054,17058.54,13827.88,3230.659999999999,18.94,8529.27,2024-09-14,2024-10-08,449,24,13,5,3,2,3,3,4,1,30.42,0.2308,0.1538,0.2308,0,0.0,1,0.9895228174603174,98.95228174603174,1,1,1,1,111,3,Hibernating,High Risk,3230.659999999999,17864.84494642857,3196.811785456348,0.8823832205460715,High,Targeted retention campaign,56
C00785,low,ads,Kolkata,30,male,3,5,22014,20394.48,14601.94,5792.539999999999,28.4,6798.16,2025-05-13,2025-07-29,155,77,24,11,7,6,0,2,3,1,14.22,0.2917,0.25,0.0,0,0.0,1,0.9567041716453479,95.6704171645348,1,1,2,1,121,4,Hibernating,High Risk,5792.539999999999,21060.88563460069,5541.747182422543,0.8823662160740567,High,Targeted retention campaign,57
C00355,low,ads,Mumbai,39,female,1,3,24999,21499.14,18710.94,2788.2000000000007,12.97,21499.14,2024-07-28,2024-07-28,521,0,11,4,3,3,1,3,4,1,1.0,0.2727,0.2727,0.0909,0,0.0,1,0.9967750000000001,99.67750000000001,1,1,1,1,111,3,Hibernating,High Risk,2788.2000000000007,24918.378225,2779.208055000001,0.8817288808086609,High,Targeted retention campaign,58
C00030,low,ads,Pune,44,female,1,1,9498,9403.02,6597.37,2805.6500000000005,29.84,9403.02,2024-02-14,2024-02-14,686,0,7,6,0,1,0,2,2,1,1.0,0.0,0.1429,0.0,0,0.0,1,0.9929285714285715,99.29285714285714,1,1,1,1,111,3,Hibernating,High Risk,2805.6500000000005,9430.835571428572,2785.810046428572,0.87950586314297,High,Targeted retention campaign,59
C00454,low,organic,Delhi,34,male,3,6,15633,14559.98,10539.53,4020.45,27.61,4853.33,2024-07-21,2025-06-23,191,337,98,49,25,17,7,3,4,1,3.25,0.2551,0.1735,0.0714,0,0.0,1,0.9722982928019691,97.22982928019691,1,1,2,1,121,4,Hibernating,High Risk,4020.45,15199.939211373183,3909.0766712956765,0.8792414454478942,High,Targeted retention campaign,60
C00776,low,referral,Hyderabad,33,female,1,3,16917,13702.77,11201.82,2500.9500000000007,18.25,13702.77,2024-08-28,2024-08-28,490,0,14,7,1,4,2,3,4,1,1.0,0.0714,0.2857,0.1429,0,0.0,1,0.9984761904761905,99.84761904761905,1,1,1,1,111,3,Hibernating,High Risk,2500.9500000000007,16891.221714285715,2497.139028571429,0.8789229619221532,High,Targeted retention campaign,61
C00151,low,referral,Bhubaneswar,20,female,1,1,6509,6509.0,4062.84,2446.16,37.58,6509.0,2024-08-04,2024-08-04,514,0,14,5,5,2,2,3,4,1,1.0,0.3571,0.1429,0.1429,0,0.0,1,0.9985416666666665,99.85416666666666,1,1,1,1,111,3,Hibernating,High Risk,2446.16,6499.507708333333,2442.592683333333,0.8781725704550963,High,Targeted retention campaign,62
C00872,low,referral,Pune,20,female,2,6,14454,13509.72,9711.36,3798.36,28.12,6754.86,2025-06-11,2025-08-04,149,54,16,8,4,2,2,3,4,1,13.52,0.25,0.125,0.125,0,0.0,1,0.9731209415584416,97.31209415584416,1,1,1,1,111,3,Hibernating,High Risk,3798.36,14065.490089285715,3696.2636595779227,0.8777332188764708,High,Targeted retention campaign,63
C00616,low,organic,Hyderabad,21,male,2,4,28652,26646.64,19123.98,7522.660000000001,28.23,13323.32,2025-03-30,2025-12-29,2,274,67,35,18,8,6,3,4,1,2.66,0.2687,0.1194,0.0896,0,0.0,1,0.9338308982683984,93.38308982683984,1,5,1,1,511,7,Recent Customers,High Risk,7522.660000000001,26756.12289718615,7024.89234516775,0.8771236793585974,High,Targeted retention campaign,64
C00891,low,ads,Jaipur,34,other,1,1,8250,7672.499999999999,5292.91,2379.5899999999992,31.01,7672.5,2024-07-26,2024-07-26,523,0,6,3,1,1,1,3,4,1,1.0,0.1667,0.1667,0.1667,0,0.0,1,0.9970250305250304,99.70250305250305,1,1,1,1,111,3,Hibernating,High Risk,2379.5899999999992,8225.4565018315,2372.5107923870564,0.8762217200991478,High,Targeted retention campaign,65
C00902,low,referral,Bhubaneswar,33,female,1,2,8202,7791.9,5400.0,2391.9,30.7,7791.9,2025-09-24,2025-09-24,98,0,16,10,2,1,3,3,4,1,1.0,0.125,0.0625,0.1875,0,0.0,1,0.9966845238095238,99.66845238095237,1,1,1,1,111,3,Hibernating,High Risk,2391.9,8174.806464285714,2383.9697125,0.876189690845874,High,Targeted retention campaign,66
C00339,low,organic,Mumbai,28,male,1,3,7440,7216.8,4879.38,2337.42,32.39,7216.8,2024-04-01,2024-04-01,639,0,14,6,4,1,3,3,4,1,1.0,0.2857,0.0714,0.2143,0,0.0,1,0.9960595238095238,99.60595238095237,1,1,1,1,111,3,Hibernating,High Risk,2337.42,7410.682857142857,2328.209452142857,0.87496846863377,High,Targeted retention campaign,67
