customer_id,customer_segment,acquisition_channel,location,age,gender,total_orders,total_units,total_revenue,net_revenue,total_cost,gross_profit,gross_margin_percentage,average_order_value,first_purchase_date,last_purchase_date,recency_days,customer_lifespan_days,total_interactions,views,clicks,add_to_carts,email_opens,channels_used,interaction_types_used,has_interaction_history,annualized_order_frequency,click_rate,add_to_cart_rate,email_open_share,future_orders,future_revenue,churned,churn_probability,churn_probability_percentage,predicted_churn,rfm_recency_score,rfm_frequency_score,rfm_monetary_score,rfm_score,rfm_total_score,rfm_segment,churn_risk,customer_value,expected_revenue_at_risk,expected_profit_at_risk,retention_score,retention_priority,retention_action,retention_rank
C00032,medium,ads,Hyderabad,23,male,13,20,229279,221670.56,162395.75,59274.80999999999,26.74,17051.58,2025-07-19,2025-12-30,1,164,83,37,20,19,7,3,4,1,28.93,0.241,0.2289,0.0843,0,0.0,1,0.7550589063714067,75.50589063714067,1,5,3,3,533,11,Recent Customers,High Risk,59274.80999999999,173119.15099392977,44755.97321397292,0.8360932963235621,High,Targeted retention campaign,110
C00707,medium,organic,Bhubaneswar,25,male,19,36,215335,202485.67,149904.4,52581.27,25.97,10657.14,2024-07-24,2025-11-18,43,482,280,135,67,49,29,3,4,1,14.39,0.2393,0.175,0.1036,0,0.0,1,0.7586974204308768,75.86974204308768,1,2,4,3,243,9,Needs Attention,High Risk,52581.27,163374.10902848287,39893.27391197945,0.8341623706222379,High,Targeted retention campaign,113
C00134,low,organic,Jaipur,36,other,1,3,147741,141831.36,105299.7,36531.65999999997,25.76,141831.36,2025-02-14,2025-02-14,320,0,62,34,18,7,3,3,4,1,1.0,0.2903,0.1129,0.0484,0,0.0,1,0.9802256297446514,98.02256297446516,1,1,1,2,112,4,Hibernating,High Risk,36531.65999999997,144819.51476410456,35809.26942911746,0.9632162353028724,High,Targeted retention campaign,3
C00058,low,referral,Mumbai,44,male,3,6,149476,143158.32,105344.23,37814.08999999999,26.41,47719.44,2025-05-20,2025-10-21,71,154,71,36,18,10,7,3,4,1,7.11,0.2535,0.1408,0.0986,0,0.0,1,0.9113836926961928,91.13836926961928,1,1,1,2,112,4,Hibernating,High Risk,37814.08999999999,136229.98884945613,34463.14498014617,0.9205405493420344,High,Targeted retention campaign,21
C00024,medium,ads,Ahmedabad,22,male,10,23,178179,160905.78,128272.21,32633.56999999999,20.28,16090.58,2025-02-15,2025-11-28,33,286,138,64,35,24,15,3,4,1,12.76,0.2536,0.1739,0.1087,0,0.0,1,0.7637749566609862,76.37749566609861,1,2,2,2,222,6,Hibernating,High Risk,32633.56999999999,136088.65800289786,24924.703512443248,0.8203852063352819,High,Targeted retention campaign,125
C00587,low,organic,Hyderabad,35,female,2,4,134204,126956.16999999998,105991.54,20964.62999999999,16.51,63478.08,2025-11-23,2025-12-14,17,21,4,0,2,2,0,2,2,1,34.76,0.5,0.5,0.0,0,0.0,1,0.9549595404595408,95.49595404595406,1,3,1,2,312,6,Needs Attention,High Risk,20964.62999999999,128159.3901678322,20020.37343070429,0.9272588422157516,High,Targeted retention campaign,14
C01158,low,ads,Ahmedabad,54,female,1,3,124806,88612.26,82384.47,6227.789999999994,7.03,88612.26,2025-03-21,2025-03-21,285,0,6,2,3,1,0,2,3,1,1.0,0.5,0.1667,0.0,0,0.0,1,0.9805415117792836,98.05415117792838,1,1,1,2,112,4,Hibernating,High Risk,6227.789999999994,122377.46391912528,6106.606621643899,0.9001398820678346,High,Targeted retention campaign,39
C01138,low,organic,Bhubaneswar,33,male,7,18,128286,120963.0,87645.92,33317.08,27.54,17280.43,2024-01-17,2025-10-15,77,637,124,63,27,25,9,3,4,1,4.01,0.2177,0.2016,0.0726,0,0.0,1,0.9243144433181202,92.43144433181202,1,1,2,2,122,5,Hibernating,High Risk,33317.08,118576.60267550836,30795.45825318528,0.924274198132038,High,Targeted retention campaign,17
C00580,medium,ads,Jaipur,29,male,8,16,151242,145511.28,110020.95,35490.329999999994,24.39,18188.91,2025-05-06,2025-09-26,96,143,94,38,26,16,14,3,4,1,20.42,0.2766,0.1702,0.1489,0,0.0,1,0.7698476523476522,76.98476523476522,1,1,2,2,122,5,Hibernating,High Risk,35490.329999999994,116433.29863636362,27322.147231543448,0.8273137241628596,High,Targeted retention campaign,122
C00040,low,ads,Ahmedabad,27,female,2,4,121068,110776.2,79460.98999999999,31315.210000000006,28.27,55388.1,2025-12-02,2025-12-24,7,22,6,3,1,2,0,2,3,1,33.18,0.1667,0.3333,0.0,0,0.0,1,0.9315684523809524,93.15684523809526,1,4,1,2,412,7,Recent Customers,High Risk,31315.210000000006,112783.12939285715,29172.261715684534,0.9266897774422674,High,Targeted retention campaign,15
C00566,low,ads,Bhubaneswar,24,male,4,5,113855,102943.91,82201.03,20742.87999999999,20.15,25735.98,2024-04-28,2024-06-09,570,42,23,11,6,5,1,3,4,1,34.76,0.2609,0.2174,0.0435,0,0.0,1,0.9612209465371232,96.12209465371232,1,1,2,2,122,5,Hibernating,High Risk,20742.87999999999,109439.81086798415,19938.49074750595,0.9308690962288176,High,Targeted retention campaign,12
C00424,low,ads,Delhi,48,male,2,3,101125,95531.12,68977.66,26553.46,27.8,47765.56,2025-03-25,2025-07-17,167,114,47,19,15,9,4,3,4,1,6.4,0.3191,0.1915,0.0851,0,0.0,1,0.9638772130647132,96.3877213064713,1,1,1,2,112,4,Hibernating,High Risk,26553.46,97472.08317116911,25594.275022025337,0.9413947517684798,High,Targeted retention campaign,8
C00927,low,referral,Bangalore,22,male,2,5,94247,85942.24,71330.84000000001,14611.399999999998,17.0,42971.12,2025-01-01,2025-01-22,343,21,26,10,7,5,4,3,4,1,34.76,0.2692,0.1923,0.1538,0,0.0,1,0.9677811147186148,96.77811147186148,1,1,1,2,112,4,Hibernating,High Risk,14611.399999999998,91210.46671888528,14140.636979599569,0.9225154818379234,High,Targeted retention campaign,19
C00341,low,organic,Mumbai,30,female,1,2,90422,89517.78,68421.32,21096.459999999992,23.57,89517.78,2024-02-28,2024-02-28,672,0,13,8,1,2,2,3,4,1,1.0,0.0769,0.1538,0.1538,0,0.0,1,0.9885341614906832,98.85341614906832,1,1,1,2,112,4,Hibernating,High Risk,21096.459999999992,89385.23595031055,20854.57139652173,0.9488637614144028,High,Targeted retention campaign,5
C00166,low,referral,Delhi,32,male,3,7,144849,137143.22999999998,108953.94000000002,28189.28999999998,20.55,45714.41,2025-07-25,2025-11-26,35,124,39,16,11,9,3,3,4,1,8.83,0.2821,0.2308,0.0769,1,1934.2,0,0.5978569763569763,59.78569763569763,1,2,1,2,212,5,Hibernating,Medium Risk,28189.28999999998,86598.98516833167,16853.163685049938,0.7068376644728982,Medium,Personalized re-engagement campaign,151
C00620,low,organic,Kolkata,32,female,1,2,83204,79875.84,54922.98,24952.86,31.24,79875.84,2025-05-09,2025-05-09,236,0,27,9,12,3,3,3,4,1,1.0,0.4444,0.1111,0.1111,0,0.0,1,0.9737846575224292,97.37846575224292,1,1,1,2,112,4,Hibernating,High Risk,24952.86,81022.77864449621,24298.71222930512,0.9454812230177227,High,Targeted retention campaign,6
C00881,low,organic,Hyderabad,26,female,1,2,81416,74088.56,56032.88,18055.68,24.37,74088.56,2025-12-01,2025-12-01,30,0,4,2,2,0,0,2,2,1,1.0,0.5,0.0,0.0,0,0.0,1,0.9504011347951564,95.04011347951564,1,2,1,2,212,5,Hibernating,High Risk,18055.68,77377.85879048247,17160.138761498212,0.9190097929920522,High,Targeted retention campaign,23
C00400,high,ads,Mumbai,32,female,1,3,147561,146085.38999999998,115950.48,30134.90999999997,20.63,146085.39,2025-12-27,2025-12-27,4,0,3,2,1,0,0,1,2,1,1.0,0.3333,0.0,0.0,9,84285.7,0,0.5115909854034855,51.15909854034855,1,4,1,2,412,7,Recent Customers,Medium Risk,30134.90999999997,75490.87739712372,15416.748301945334,0.6518917611876858,Medium,Personalized re-engagement campaign,155
C00482,low,ads,Jaipur,47,male,2,6,75072,70133.15999999999,51008.04,19125.11999999999,27.27,35066.58,2025-06-21,2025-09-30,92,101,30,18,6,5,1,3,4,1,7.23,0.2,0.1667,0.0333,0,0.0,1,0.9838938492063491,98.38938492063492,1,1,1,2,112,4,Hibernating,High Risk,19125.11999999999,73862.87904761905,18817.087933333325,0.9424023546961244,High,Targeted retention campaign,7
C01195,low,organic,Kolkata,48,male,2,3,73286,73175.6,53874.23,19301.37,26.38,36587.8,2024-03-01,2024-05-01,609,61,31,15,8,4,4,3,4,1,11.97,0.2581,0.129,0.129,0,0.0,1,0.9812667748917748,98.1266774891775,1,1,1,2,112,4,Hibernating,High Risk,19301.37,71913.11686471861,18939.793090892857,0.94105859283255,High,Targeted retention campaign,9
C00322,low,ads,Mumbai,33,female,4,6,66265,58773.45,42379.21,16394.239999999998,27.89,14693.36,2024-04-17,2024-12-22,374,249,58,27,14,10,7,3,4,1,5.86,0.2414,0.1724,0.1207,0,0.0,1,0.9787525676937442,97.87525676937442,1,1,2,2,122,5,Hibernating,High Risk,16394.239999999998,64857.03889822596,16045.904495387487,0.933619378617785,High,Targeted retention campaign,10
C00529,low,organic,Ahmedabad,29,male,2,6,61530,57506.13,44825.97,12680.159999999996,22.05,28753.06,2025-06-21,2025-07-05,179,14,20,7,8,4,1,3,4,1,52.14,0.4,0.2,0.05,0,0.0,1,0.977907647907648,97.7907647907648,1,1,1,2,112,4,Hibernating,High Risk,12680.159999999996,60170.65757575759,12400.02544069264,0.9238932553043556,High,Targeted retention campaign,18
C01085,low,organic,Ahmedabad,42,female,3,6,59870,57238.9,45398.16,11840.739999999998,20.69,19079.63,2024-06-12,2025-03-27,279,288,48,24,7,11,6,3,4,1,3.8,0.1458,0.2292,0.125,0,0.0,1,0.9765356110392872,97.65356110392874,1,1,1,2,112,4,Hibernating,High Risk,11840.739999999998,58465.187032922135,11562.904271057329,0.920570065727362,High,Targeted retention campaign,20
C01112,low,organic,Hyderabad,19,female,1,2,76278,73989.66,48985.64,25004.020000000004,33.79,73989.66,2025-12-15,2025-12-15,16,0,22,12,7,3,0,2,3,1,1.0,0.3182,0.1364,0.0,1,4120.32,0,0.7136726445354167,71.36726445354167,1,3,1,2,312,6,Needs Attention,High Risk,25004.020000000004,54437.52197987252,17844.685077416452,0.7783718059042082,High,Targeted retention campaign,142
C00060,low,ads,Pune,54,male,1,2,56226,52852.44,37689.18,15163.259999999997,28.69,52852.44,2025-02-01,2025-02-01,333,0,69,35,13,13,8,3,4,1,1.0,0.1884,0.1884,0.1159,0,0.0,1,0.9621839133089134,96.21839133089134,1,1,1,2,112,4,Hibernating,High Risk,15163.259999999997,54099.75270970696,14589.844845320513,0.9202757101028004,High,Targeted retention campaign,22
C00255,medium,ads,Jaipur,24,male,5,10,69335,66591.81,50759.12,15832.689999999997,23.78,13318.36,2025-10-10,2025-11-17,44,38,53,29,12,8,4,3,4,1,48.03,0.2264,0.1509,0.0755,0,0.0,1,0.7488776293151299,74.887762931513,1,2,2,2,222,6,Hibernating,High Risk,15832.689999999997,51923.43042856453,11856.747352881364,0.7848728422887643,High,Targeted retention campaign,141
C01037,low,ads,Pune,39,female,2,5,89052,85401.48,60831.71,24569.770000000004,28.77,42700.74,2025-11-14,2025-12-07,24,23,23,12,4,4,3,3,4,1,31.74,0.1739,0.1739,0.1304,1,6310.08,0,0.5748085317460317,57.480853174603176,1,3,1,2,312,6,Needs Attention,Medium Risk,24569.770000000004,51187.84936904762,14122.9134190377,0.6866870741437783,Medium,Personalized re-engagement campaign,153
C00269,low,organic,Bhubaneswar,23,female,4,7,50951,40173.58,33877.270000000004,6296.309999999998,15.67,10043.4,2024-10-30,2025-02-25,309,118,79,39,22,11,7,3,4,1,12.37,0.2785,0.1392,0.0886,0,0.0,1,0.9549680258467026,95.49680258467026,1,1,2,1,121,4,Hibernating,High Risk,6296.309999999998,48656.57588491534,6012.77473081885,0.8842419911026391,High,Targeted retention campaign,51
C00588,low,organic,Delhi,58,female,1,2,47274,45383.04,36716.0,8667.04,19.1,45383.04,2024-02-23,2024-02-23,677,0,14,6,3,3,2,3,4,1,1.0,0.2143,0.2143,0.1429,0,0.0,1,0.9891666666666667,98.91666666666669,1,1,1,1,111,3,Hibernating,High Risk,8667.04,46761.865000000005,8573.147066666668,0.9174486534164104,High,Targeted retention campaign,25
C00161,low,referral,Mumbai,18,female,1,2,47274,36400.98,36716.0,-315.0199999999968,-0.87,36400.98,2025-09-11,2025-09-11,111,0,30,18,6,2,4,3,4,1,1.0,0.2,0.0667,0.1333,0,0.0,1,0.9762599206349206,97.62599206349206,1,1,1,1,111,3,Hibernating,High Risk,47274.0,46151.71148809524,46151.71148809524,0.9699123374984746,High,Targeted retention campaign,1
C01150,medium,ads,Hyderabad,25,male,6,11,57120,52688.16,42590.86,10097.299999999996,19.16,8781.36,2025-09-13,2025-12-05,26,83,54,27,9,14,4,3,4,1,26.39,0.1667,0.2593,0.0741,0,0.0,1,0.8023313973608096,80.23313973608096,1,2,2,2,222,6,Hibernating,High Risk,10097.299999999996,45829.169417249446,8101.3808185713,0.8033231559074256,High,Targeted retention campaign,134
C00362,low,organic,Chennai,30,female,2,6,43005,39624.45,33153.509999999995,6470.940000000004,16.33,19812.23,2024-06-16,2024-09-04,483,80,36,20,5,5,6,3,4,1,9.13,0.1389,0.1389,0.1667,0,0.0,1,0.9890138888888892,98.9013888888889,1,1,1,1,111,3,Hibernating,High Risk,6470.940000000004,42532.54229166667,6399.849534166672,0.906900755509246,High,Targeted retention campaign,33
C00573,low,referral,Bangalore,25,male,1,1,41602,41185.98,27461.49,13724.490000000002,33.32,41185.98,2025-01-22,2025-01-22,343,0,41,22,9,4,6,3,4,1,1.0,0.2195,0.0976,0.1463,0,0.0,1,0.9878650793650796,98.78650793650796,1,1,1,1,111,3,Hibernating,High Risk,13724.490000000002,41097.16303174604,13557.944403095242,0.9330607787460636,High,Targeted retention campaign,11
C00884,low,organic,Kolkata,44,female,3,6,40670,34432.09,29421.7,5010.390000000001,14.55,11477.36,2024-02-03,2025-01-03,362,335,118,61,31,17,9,3,4,1,3.27,0.2627,0.1441,0.0763,0,0.0,1,0.9673665648077414,96.73665648077414,1,1,1,1,111,3,Hibernating,High Risk,5010.390000000001,39342.79819073084,4846.88376264706,0.8839723708533928,High,Targeted retention campaign,52
C00656,low,referral,Bangalore,54,female,2,6,56013,54844.56,40059.12,14785.439999999997,26.96,27422.28,2025-03-18,2025-04-25,250,38,71,31,21,16,3,3,4,1,19.21,0.2958,0.2254,0.0423,1,4203.36,0,0.6848219246031753,68.48219246031752,1,1,1,2,112,4,Hibernating,Medium Risk,14785.439999999997,38358.93046279765,10125.39347690477,0.7407936635185961,Medium,Personalized re-engagement campaign,147
C00299,low,organic,Jaipur,29,female,4,7,37076,35038.98,27739.85,7299.13,20.83,8759.75,2024-12-19,2025-10-01,91,286,110,69,20,14,7,3,4,1,5.1,0.1818,0.1273,0.0636,0,0.0,1,0.9737484190645956,97.37484190645957,1,1,2,1,121,4,Hibernating,High Risk,7299.13,36102.69638523895,7107.516298046961,0.9014923867336414,High,Targeted retention campaign,37
C01038,low,organic,Chennai,19,female,1,2,35842,34408.32,28109.36,6298.959999999999,18.31,34408.32,2025-07-19,2025-07-19,165,0,12,7,4,0,1,3,3,1,1.0,0.3333,0.0,0.0833,0,0.0,1,0.9940167748917748,99.40167748917747,1,1,1,1,111,3,Hibernating,High Risk,6298.959999999999,35627.549245671,6261.271904372294,0.9091195711408124,High,Targeted retention campaign,31
C00042,low,ads,Bhubaneswar,26,male,1,3,35103,28784.460000000003,26543.22,2241.2400000000016,7.79,28784.46,2025-08-03,2025-08-03,150,0,9,3,3,1,2,2,4,1,1.0,0.3333,0.1111,0.2222,0,0.0,1,0.9979476495726496,99.79476495726496,1,1,1,1,111,3,Hibernating,High Risk,2241.2400000000016,35030.95634294872,2236.6401901282065,0.8746667247922109,High,Targeted retention campaign,68
C00102,low,organic,Kolkata,40,female,2,4,35687,32727.230000000003,27220.37,5506.860000000003,16.83,16363.62,2024-05-28,2024-07-26,523,59,38,17,8,7,6,3,4,1,12.37,0.2105,0.1842,0.1579,0,0.0,1,0.9771289682539682,97.71289682539684,1,1,1,1,111,3,Hibernating,High Risk,5506.860000000003,34870.801490079364,5380.91243011905,0.8935678019628697,High,Targeted retention campaign,45
C00023,low,organic,Delhi,41,female,1,2,33550,31537.0,20262.08,11274.919999999998,35.75,31537.0,2025-02-24,2025-02-24,310,0,9,3,4,2,0,2,3,1,1.0,0.4444,0.2222,0.0,0,0.0,1,0.9924930555555556,99.24930555555557,1,1,1,1,111,3,Hibernating,High Risk,11274.919999999998,33298.14201388889,11190.279801944444,0.9289729434031706,High,Targeted retention campaign,13
C01227,high,organic,Chennai,34,male,7,13,40921,36308.59,27132.96,9175.63,25.27,5186.94,2024-12-28,2025-02-15,319,49,72,39,13,8,12,3,4,1,52.14,0.1806,0.1111,0.1667,0,0.0,1,0.8130121683871689,81.3012168387169,1,1,2,1,121,4,Hibernating,High Risk,9175.63,33269.27094257134,7459.898842618359,0.8067812591745367,High,Immediate high-value retention outreach,133
C00600,low,organic,Kolkata,41,male,1,1,33217,32884.83,25227.08,7657.75,23.29,32884.83,2024-03-18,2024-03-18,653,0,8,5,1,1,1,3,4,1,1.0,0.125,0.125,0.125,0,0.0,1,0.9972310606060608,99.72310606060609,1,1,1,1,111,3,Hibernating,High Risk,7657.75,33125.02414015152,7636.546154356061,0.9181496226976074,High,Targeted retention campaign,24
C01191,low,ads,Jaipur,22,other,4,9,33963,33114.69,24702.08,8412.61,25.4,8278.67,2024-09-07,2025-03-25,281,199,46,21,16,8,1,3,4,1,7.34,0.3478,0.1739,0.0217,0,0.0,1,0.971373599439776,97.1373599439776,1,1,2,1,121,4,Hibernating,High Risk,8412.61,32990.761557773105,8171.787256383053,0.9050579589133836,High,Targeted retention campaign,34
C00546,low,referral,Mumbai,30,male,2,5,31440,30913.32,21259.9,9653.419999999998,31.23,15456.66,2024-08-08,2024-08-27,491,19,13,4,6,0,3,3,3,1,38.42,0.4615,0.0,0.2308,0,0.0,1,0.9942688492063492,99.42688492063492,1,1,1,1,111,3,Hibernating,High Risk,9653.419999999998,31259.812619047618,9598.094794305553,0.9245489817331672,High,Targeted retention campaign,16
C01224,low,ads,Ahmedabad,31,other,2,6,28746,27521.22,20969.16,6552.060000000001,23.81,13760.61,2025-05-11,2025-05-22,223,11,9,5,1,3,0,2,3,1,66.36,0.1111,0.3333,0.0,0,0.0,1,0.9949523809523808,99.4952380952381,1,1,1,1,111,3,Hibernating,High Risk,6552.060000000001,28600.901142857143,6518.987697142858,0.9111235074950752,High,Targeted retention campaign,30
C00569,medium,ads,Mumbai,35,female,1,2,38626,37467.22,29456.18,8011.040000000001,21.38,37467.22,2025-12-27,2025-12-27,4,0,6,4,2,0,0,2,2,1,1.0,0.3333,0.0,0.0,0,0.0,1,0.7220936181873691,72.20936181873691,1,4,1,1,411,6,Recent Customers,High Risk,8011.040000000001,27891.58809610532,5784.720859043741,0.743134501358814,High,Targeted retention campaign,146
C00890,low,ads,Bhubaneswar,43,male,2,6,27948,26261.49,17989.949999999997,8271.54,31.5,13130.74,2024-01-27,2024-02-16,684,20,13,4,4,4,1,3,4,1,36.5,0.3077,0.3077,0.0769,0,0.0,1,0.9891480158730156,98.91480158730155,1,1,1,1,111,3,Hibernating,High Risk,8271.54,27644.708747619043,8181.777379214285,0.9157663056904044,High,Targeted retention campaign,26
C00616,low,organic,Hyderabad,21,male,2,4,28652,26646.64,19123.98,7522.660000000001,28.23,13323.32,2025-03-30,2025-12-29,2,274,67,35,18,8,6,3,4,1,2.66,0.2687,0.1194,0.0896,0,0.0,1,0.9338308982683984,93.38308982683984,1,5,1,1,511,7,Recent Customers,High Risk,7522.660000000001,26756.12289718615,7024.89234516775,0.8771236793585974,High,Targeted retention campaign,64
C00474,low,referral,Bangalore,48,male,1,1,26494,26229.06,19782.38,6446.68,24.58,26229.06,2025-08-05,2025-08-05,148,0,33,15,10,6,2,3,4,1,1.0,0.303,0.1818,0.0606,0,0.0,1,0.9913303571428572,99.13303571428573,1,1,1,1,111,3,Hibernating,High Risk,6446.68,26264.306482142856,6390.789586785714,0.9082399711105382,High,Targeted retention campaign,32
C00767,low,referral,Ahmedabad,45,female,1,3,25206,19156.56,17965.14,1191.420000000002,6.22,19156.56,2025-08-02,2025-08-02,151,0,8,4,3,0,1,3,3,1,1.0,0.375,0.0,0.125,0,0.0,1,0.9978333333333332,99.78333333333332,1,1,1,1,111,3,Hibernating,High Risk,1191.420000000002,25151.387,1188.838590000002,0.8520058350386018,High,Targeted retention campaign,94
C00355,low,ads,Mumbai,39,female,1,3,24999,21499.14,18710.94,2788.2000000000007,12.97,21499.14,2024-07-28,2024-07-28,521,0,11,4,3,3,1,3,4,1,1.0,0.2727,0.2727,0.0909,0,0.0,1,0.996775,99.6775,1,1,1,1,111,3,Hibernating,High Risk,2788.2000000000007,24918.378225,2779.208055000001,0.8817288808086609,High,Targeted retention campaign,58
C00601,low,ads,Bhubaneswar,34,female,3,4,27319,26036.64,20385.04,5651.599999999999,21.71,8678.88,2025-10-09,2025-12-21,10,73,38,21,11,4,2,3,4,1,15.0,0.2895,0.1053,0.0526,0,0.0,1,0.9032404825566588,90.32404825566589,1,4,1,1,411,6,Recent Customers,High Risk,5651.599999999999,24675.62674296536,5104.753911217212,0.8473505172916023,High,Targeted retention campaign,98
C00412,low,organic,Jaipur,46,female,1,1,25363,20544.03,18710.14,1833.890000000003,8.93,20544.03,2025-12-13,2025-12-13,18,0,8,6,1,1,0,2,3,1,1.0,0.125,0.125,0.0,0,0.0,1,0.9686656746031748,96.86656746031748,1,3,1,1,311,5,Needs Attention,High Risk,1833.890000000003,24568.26750496032,1776.426293998019,0.8488613698275249,High,Targeted retention campaign,96
C01207,low,organic,Pune,37,male,1,2,23938,22980.48,16279.78,6700.699999999999,29.16,22980.48,2025-02-18,2025-02-18,316,0,22,12,3,6,1,3,4,1,1.0,0.1364,0.2727,0.0455,0,0.0,1,0.9985416666666668,99.85416666666669,1,1,1,1,111,3,Hibernating,High Risk,6700.699999999999,23903.090416666662,6690.928145833333,0.914208148710726,High,Targeted retention campaign,27
C01121,low,referral,Chennai,24,male,2,4,22294,20468.94,15878.88,4590.06,22.42,10234.47,2024-08-18,2024-08-31,487,13,34,15,7,6,6,3,4,1,56.15,0.2059,0.1765,0.1765,0,0.0,1,0.9953124999999998,99.53125,1,1,1,1,111,3,Hibernating,High Risk,4590.06,22189.496875,4568.54409375,0.8986249105583235,High,Targeted retention campaign,40
C00067,low,ads,Bhubaneswar,22,female,2,4,22235,21677.15,13434.97,8242.179999999998,38.02,10838.58,2025-09-22,2025-10-01,91,9,15,8,4,2,1,3,4,1,81.11,0.2667,0.1333,0.0667,0,0.0,1,0.9831011904761908,98.31011904761908,1,1,1,1,111,3,Hibernating,High Risk,8242.179999999998,21859.2549702381,8102.896970119048,0.91179172452959,High,Targeted retention campaign,28
